kingdom,clan,family,name,url
"Sequences, Collections",Transients,Change,pop!,https://clojuredocs.org/clojure_core/clojure.core/pop%21
"Sequences, Collections",Transients,Change,assoc!,https://clojuredocs.org/clojure_core/clojure.core/assoc%21
"Sequences, Collections",Transients,Change,dissoc!,https://clojuredocs.org/clojure_core/clojure.core/dissoc%21
"Sequences, Collections",Transients,Change,disj!,https://clojuredocs.org/clojure_core/clojure.core/disj%21
"Sequences, Collections",Misc,Compare,=,https://clojuredocs.org/clojure_core/clojure.core/%3D
"Sequences, Collections",Misc,Compare,identical?,https://clojuredocs.org/clojure_core/clojure.core/identical_q
"Sequences, Collections",Misc,Compare,not=,https://clojuredocs.org/clojure_core/clojure.core/not%3D
"Sequences, Collections",Misc,Compare,not,https://clojuredocs.org/clojure_core/clojure.core/not
"Sequences, Collections",Misc,Compare,compare,https://clojuredocs.org/clojure_core/clojure.core/compare
"Sequences, Collections",Misc,Compare,clojure.data/diff,https://clojuredocs.org/clojure_core/clojure.data/diff
"Sequences, Collections",Misc,Test,true?,https://clojuredocs.org/clojure_core/clojure.core/true_q
"Sequences, Collections",Misc,Test,false?,https://clojuredocs.org/clojure_core/clojure.core/false_q
"Sequences, Collections",Misc,Test,instance?,https://clojuredocs.org/clojure_core/clojure.core/instance_q
"Sequences, Collections",Misc,Test,nil?,https://clojuredocs.org/clojure_core/clojure.core/nil_q
"Sequences, Collections",Misc,Test,some?,https://clojuredocs.org/clojure_core/clojure.core/some_q
"Sequences, Collections",Sequences,Creating lazy from collection,seq,https://clojuredocs.org/clojure_core/clojure.core/seq
"Sequences, Collections",Sequences,Creating lazy from collection,vals,https://clojuredocs.org/clojure_core/clojure.core/vals
"Sequences, Collections",Sequences,Creating lazy from collection,keys,https://clojuredocs.org/clojure_core/clojure.core/keys
"Sequences, Collections",Sequences,Creating lazy from collection,rseq,https://clojuredocs.org/clojure_core/clojure.core/rseq
"Sequences, Collections",Sequences,Creating lazy from collection,subseq,https://clojuredocs.org/clojure_core/clojure.core/subseq
"Sequences, Collections",Sequences,Creating lazy from collection,rsubseq,https://clojuredocs.org/clojure_core/clojure.core/rsubseq
"Sequences, Collections",Sequences,Creating lazy from collection,sequence,https://clojuredocs.org/clojure_core/clojure.core/sequence
"Sequences, Collections",Sequences,Creating lazy from producer fn,lazy-seq,https://clojuredocs.org/clojure_core/clojure.core/lazy-seq
"Sequences, Collections",Sequences,Creating lazy from producer fn,repeatedly,https://clojuredocs.org/clojure_core/clojure.core/repeatedly
"Sequences, Collections",Sequences,Creating lazy from producer fn,iterate,https://clojuredocs.org/clojure_core/clojure.core/iterate
"Sequences, Collections",Sequences,Creating lazy from constant,repeat,https://clojuredocs.org/clojure_core/clojure.core/repeat
"Sequences, Collections",Sequences,Creating lazy from constant,range,https://clojuredocs.org/clojure_core/clojure.core/range
"Sequences, Collections",Sequences,Creating lazy from other,file-seq,https://clojuredocs.org/clojure_core/clojure.core/file-seq
"Sequences, Collections",Sequences,Creating lazy from other,line-seq,https://clojuredocs.org/clojure_core/clojure.core/line-seq
"Sequences, Collections",Sequences,Creating lazy from other,resultset-seq,https://clojuredocs.org/clojure_core/clojure.core/resultset-seq
"Sequences, Collections",Sequences,Creating lazy from other,re-seq,https://clojuredocs.org/clojure_core/clojure.core/re-seq
"Sequences, Collections",Sequences,Creating lazy from other,tree-seq,https://clojuredocs.org/clojure_core/clojure.core/tree-seq
"Sequences, Collections",Sequences,Creating lazy from other,xml-seq,https://clojuredocs.org/clojure_core/clojure.core/xml-seq
"Sequences, Collections",Sequences,Creating lazy from other,iterator-seq,https://clojuredocs.org/clojure_core/clojure.core/iterator-seq
"Sequences, Collections",Sequences,Creating lazy from other,enumeration-seq,https://clojuredocs.org/clojure_core/clojure.core/enumeration-seq
"Sequences, Collections",Sequences,Creating lazy from seq,keep,https://clojuredocs.org/clojure_core/clojure.core/keep
"Sequences, Collections",Sequences,Creating lazy from seq,keep-indexed,https://clojuredocs.org/clojure_core/clojure.core/keep-indexed
"Sequences, Collections",Sequences,"Seq in, Seq out -- get shorter",distinct,https://clojuredocs.org/clojure_core/clojure.core/distinct
"Sequences, Collections",Sequences,"Seq in, Seq out -- get shorter",filter,https://clojuredocs.org/clojure_core/clojure.core/filter
"Sequences, Collections",Sequences,"Seq in, Seq out -- get shorter",remove,https://clojuredocs.org/clojure_core/clojure.core/remove
"Sequences, Collections",Sequences,"Seq in, Seq out -- get shorter",take-nth,https://clojuredocs.org/clojure_core/clojure.core/take-nth
"Sequences, Collections",Sequences,"Seq in, Seq out -- get shorter",for,https://clojuredocs.org/clojure_core/clojure.core/for
"Sequences, Collections",Sequences,"Seq in, Seq out -- get shorter",dedupe,https://clojuredocs.org/clojure_core/clojure.core/dedupe
"Sequences, Collections",Sequences,"Seq in, Seq out -- get shorter",random-sample,https://clojuredocs.org/clojure_core/clojure.core/random-sample
"Sequences, Collections",Sequences,"Seq in, Seq out -- get longer",cons,https://clojuredocs.org/clojure_core/clojure.core/cons
"Sequences, Collections",Sequences,"Seq in, Seq out -- get longer",conj,https://clojuredocs.org/clojure_core/clojure.core/conj
"Sequences, Collections",Sequences,"Seq in, Seq out -- get longer",concat,https://clojuredocs.org/clojure_core/clojure.core/concat
"Sequences, Collections",Sequences,"Seq in, Seq out -- get longer",lazy-cat,https://clojuredocs.org/clojure_core/clojure.core/lazy-cat
"Sequences, Collections",Sequences,"Seq in, Seq out -- get longer",mapcat,https://clojuredocs.org/clojure_core/clojure.core/mapcat
"Sequences, Collections",Sequences,"Seq in, Seq out -- get longer",cycle,https://clojuredocs.org/clojure_core/clojure.core/cycle
"Sequences, Collections",Sequences,"Seq in, Seq out -- get longer",interleave,https://clojuredocs.org/clojure_core/clojure.core/interleave
"Sequences, Collections",Sequences,"Seq in, Seq out -- get longer",interpose,https://clojuredocs.org/clojure_core/clojure.core/interpose
"Sequences, Collections",Sequences,"Seq in, Seq out -- tail-items",rest,https://clojuredocs.org/clojure_core/clojure.core/rest
"Sequences, Collections",Sequences,"Seq in, Seq out -- tail-items",nthrest,https://clojuredocs.org/clojure_core/clojure.core/nthrest
"Sequences, Collections",Sequences,"Seq in, Seq out -- tail-items",next,https://clojuredocs.org/clojure_core/clojure.core/next
"Sequences, Collections",Sequences,"Seq in, Seq out -- tail-items",fnext,https://clojuredocs.org/clojure_core/clojure.core/fnext
"Sequences, Collections",Sequences,"Seq in, Seq out -- tail-items",nnext,https://clojuredocs.org/clojure_core/clojure.core/nnext
"Sequences, Collections",Sequences,"Seq in, Seq out -- tail-items",drop,https://clojuredocs.org/clojure_core/clojure.core/drop
"Sequences, Collections",Sequences,"Seq in, Seq out -- tail-items",drop-while,https://clojuredocs.org/clojure_core/clojure.core/drop-while
"Sequences, Collections",Sequences,"Seq in, Seq out -- tail-items",take-last,https://clojuredocs.org/clojure_core/clojure.core/take-last
"Sequences, Collections",Sequences,"Seq in, Seq out -- tail-items",for,https://clojuredocs.org/clojure_core/clojure.core/for
"Sequences, Collections",Sequences,"Seq in, Seq out -- head-items",take,https://clojuredocs.org/clojure_core/clojure.core/take
"Sequences, Collections",Sequences,"Seq in, Seq out -- head-items",take-while,https://clojuredocs.org/clojure_core/clojure.core/take-while
"Sequences, Collections",Sequences,"Seq in, Seq out -- head-items",butlast,https://clojuredocs.org/clojure_core/clojure.core/butlast
"Sequences, Collections",Sequences,"Seq in, Seq out -- head-items",drop-last,https://clojuredocs.org/clojure_core/clojure.core/drop-last
"Sequences, Collections",Sequences,"Seq in, Seq out -- head-items",for,https://clojuredocs.org/clojure_core/clojure.core/for
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",conj,https://clojuredocs.org/clojure_core/clojure.core/conj
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",concat,https://clojuredocs.org/clojure_core/clojure.core/concat
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",distinct,https://clojuredocs.org/clojure_core/clojure.core/distinct
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",flatten,https://clojuredocs.org/clojure_core/clojure.core/flatten
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",group-by,https://clojuredocs.org/clojure_core/clojure.core/group-by
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",partition,https://clojuredocs.org/clojure_core/clojure.core/partition
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",partition-all,https://clojuredocs.org/clojure_core/clojure.core/partition-all
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",partition-by,https://clojuredocs.org/clojure_core/clojure.core/partition-by
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",split-at,https://clojuredocs.org/clojure_core/clojure.core/split-at
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",split-with,https://clojuredocs.org/clojure_core/clojure.core/split-with
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",filter,https://clojuredocs.org/clojure_core/clojure.core/filter
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",remove,https://clojuredocs.org/clojure_core/clojure.core/remove
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",replace,https://clojuredocs.org/clojure_core/clojure.core/replace
"Sequences, Collections",Sequences,"Seq in, Seq out -- 'change'",shuffle,https://clojuredocs.org/clojure_core/clojure.core/shuffle
"Sequences, Collections",Sequences,"Seq in, Seq out -- rearrange",reverse,https://clojuredocs.org/clojure_core/clojure.core/reverse
"Sequences, Collections",Sequences,"Seq in, Seq out -- rearrange",sort,https://clojuredocs.org/clojure_core/clojure.core/sort
"Sequences, Collections",Sequences,"Seq in, Seq out -- rearrange",sort-by,https://clojuredocs.org/clojure_core/clojure.core/sort-by
"Sequences, Collections",Sequences,"Seq in, Seq out -- rearrange",compare,https://clojuredocs.org/clojure_core/clojure.core/compare
"Sequences, Collections",Sequences,"Seq in, Seq out -- process items",map,https://clojuredocs.org/clojure_core/clojure.core/map
"Sequences, Collections",Sequences,"Seq in, Seq out -- process items",pmap,https://clojuredocs.org/clojure_core/clojure.core/pmap
"Sequences, Collections",Sequences,"Seq in, Seq out -- process items",map-indexed,https://clojuredocs.org/clojure_core/clojure.core/map-indexed
"Sequences, Collections",Sequences,"Seq in, Seq out -- process items",mapcat,https://clojuredocs.org/clojure_core/clojure.core/mapcat
"Sequences, Collections",Sequences,"Seq in, Seq out -- process items",for,https://clojuredocs.org/clojure_core/clojure.core/for
"Sequences, Collections",Sequences,"Seq in, Seq out -- process items",replace,https://clojuredocs.org/clojure_core/clojure.core/replace
"Sequences, Collections",Sequences,Using a Seq -- extract item,seque,https://clojuredocs.org/clojure_core/clojure.core/seque
"Sequences, Collections",Sequences,Using a Seq -- extract item,first,https://clojuredocs.org/clojure_core/clojure.core/first
"Sequences, Collections",Sequences,Using a Seq -- extract item,second,https://clojuredocs.org/clojure_core/clojure.core/second
"Sequences, Collections",Sequences,Using a Seq -- extract item,last,https://clojuredocs.org/clojure_core/clojure.core/last
"Sequences, Collections",Sequences,Using a Seq -- extract item,rest,https://clojuredocs.org/clojure_core/clojure.core/rest
"Sequences, Collections",Sequences,Using a Seq -- extract item,next,https://clojuredocs.org/clojure_core/clojure.core/next
"Sequences, Collections",Sequences,Using a Seq -- extract item,ffirst,https://clojuredocs.org/clojure_core/clojure.core/ffirst
"Sequences, Collections",Sequences,Using a Seq -- extract item,nfirst,https://clojuredocs.org/clojure_core/clojure.core/nfirst
"Sequences, Collections",Sequences,Using a Seq -- extract item,fnext,https://clojuredocs.org/clojure_core/clojure.core/fnext
"Sequences, Collections",Sequences,Using a Seq -- extract item,nnext,https://clojuredocs.org/clojure_core/clojure.core/nnext
"Sequences, Collections",Sequences,Using a Seq -- extract item,nth,https://clojuredocs.org/clojure_core/clojure.core/nth
"Sequences, Collections",Sequences,Using a Seq -- extract item,nthnext,https://clojuredocs.org/clojure_core/clojure.core/nthnext
"Sequences, Collections",Sequences,Using a Seq -- extract item,rand-nth,https://clojuredocs.org/clojure_core/clojure.core/rand-nth
"Sequences, Collections",Sequences,Using a Seq -- extract item,when-first,https://clojuredocs.org/clojure_core/clojure.core/when-first
"Sequences, Collections",Sequences,Using a Seq -- extract item,max-key,https://clojuredocs.org/clojure_core/clojure.core/max-key
"Sequences, Collections",Sequences,Using a Seq -- extract item,min-key,https://clojuredocs.org/clojure_core/clojure.core/min-key
"Sequences, Collections",Sequences,Using a Seq -- construct coll,zipmap,https://clojuredocs.org/clojure_core/clojure.core/zipmap
"Sequences, Collections",Sequences,Using a Seq -- construct coll,into,https://clojuredocs.org/clojure_core/clojure.core/into
"Sequences, Collections",Sequences,Using a Seq -- construct coll,reduce,https://clojuredocs.org/clojure_core/clojure.core/reduce
"Sequences, Collections",Sequences,Using a Seq -- construct coll,reductions,https://clojuredocs.org/clojure_core/clojure.core/reductions
"Sequences, Collections",Sequences,Using a Seq -- construct coll,set,https://clojuredocs.org/clojure_core/clojure.core/set
"Sequences, Collections",Sequences,Using a Seq -- construct coll,vec,https://clojuredocs.org/clojure_core/clojure.core/vec
"Sequences, Collections",Sequences,Using a Seq -- construct coll,into-array,https://clojuredocs.org/clojure_core/clojure.core/into-array
"Sequences, Collections",Sequences,Using a Seq -- construct coll,to-array-2d,https://clojuredocs.org/clojure_core/clojure.core/to-array-2d
"Sequences, Collections",Sequences,Using a Seq -- construct coll,mapv,https://clojuredocs.org/clojure_core/clojure.core/mapv
"Sequences, Collections",Sequences,Using a Seq -- construct coll,filterv,https://clojuredocs.org/clojure_core/clojure.core/filterv
"Sequences, Collections",Sequences,Using a Seq -- pass to fn,apply,https://clojuredocs.org/clojure_core/clojure.core/apply
"Sequences, Collections",Sequences,Using a Seq -- search,some,https://clojuredocs.org/clojure_core/clojure.core/some
"Sequences, Collections",Sequences,Using a Seq -- search,filter,https://clojuredocs.org/clojure_core/clojure.core/filter
"Sequences, Collections",Sequences,Using a Seq -- force evaluation,doseq,https://clojuredocs.org/clojure_core/clojure.core/doseq
"Sequences, Collections",Sequences,Using a Seq -- force evaluation,dorun,https://clojuredocs.org/clojure_core/clojure.core/dorun
"Sequences, Collections",Sequences,Using a Seq -- force evaluation,doall,https://clojuredocs.org/clojure_core/clojure.core/doall
"Sequences, Collections",Sequences,Using a Seq -- force evaluation,run!,https://clojuredocs.org/clojure_core/clojure.core/run%21
"Sequences, Collections",Sequences,Using a Seq -- check for forced,realized?,https://clojuredocs.org/clojure_core/clojure.core/realized_q
"Functions, Predicates, Transducers",Transducers,,clojure.org/reference/transducers,https://clojure.org/reference/transducers
"Functions, Predicates, Transducers",Transducers,Off the shelf,map,https://clojuredocs.org/clojure_core/clojure.core/map
"Functions, Predicates, Transducers",Transducers,Off the shelf,mapcat,https://clojuredocs.org/clojure_core/clojure.core/mapcat
"Functions, Predicates, Transducers",Transducers,Off the shelf,filter,https://clojuredocs.org/clojure_core/clojure.core/filter
"Functions, Predicates, Transducers",Transducers,Off the shelf,remove,https://clojuredocs.org/clojure_core/clojure.core/remove
"Functions, Predicates, Transducers",Transducers,Off the shelf,take,https://clojuredocs.org/clojure_core/clojure.core/take
"Functions, Predicates, Transducers",Transducers,Off the shelf,take-while,https://clojuredocs.org/clojure_core/clojure.core/take-while
"Functions, Predicates, Transducers",Transducers,Off the shelf,take-nth,https://clojuredocs.org/clojure_core/clojure.core/take-nth
"Functions, Predicates, Transducers",Transducers,Off the shelf,drop,https://clojuredocs.org/clojure_core/clojure.core/drop
"Functions, Predicates, Transducers",Transducers,Off the shelf,drop-while,https://clojuredocs.org/clojure_core/clojure.core/drop-while
"Functions, Predicates, Transducers",Transducers,Off the shelf,replace,https://clojuredocs.org/clojure_core/clojure.core/replace
"Functions, Predicates, Transducers",Transducers,Off the shelf,partition-by,https://clojuredocs.org/clojure_core/clojure.core/partition-by
"Functions, Predicates, Transducers",Transducers,Off the shelf,partition-all,https://clojuredocs.org/clojure_core/clojure.core/partition-all
"Functions, Predicates, Transducers",Transducers,Off the shelf,keep,https://clojuredocs.org/clojure_core/clojure.core/keep
"Functions, Predicates, Transducers",Transducers,Off the shelf,keep-indexed,https://clojuredocs.org/clojure_core/clojure.core/keep-indexed
"Functions, Predicates, Transducers",Transducers,Off the shelf,map-indexed,https://clojuredocs.org/clojure_core/clojure.core/map-indexed
"Functions, Predicates, Transducers",Transducers,Off the shelf,distinct,https://clojuredocs.org/clojure_core/clojure.core/distinct
"Functions, Predicates, Transducers",Transducers,Off the shelf,interpose,https://clojuredocs.org/clojure_core/clojure.core/interpose
"Functions, Predicates, Transducers",Transducers,Off the shelf,cat,https://clojuredocs.org/clojure_core/clojure.core/cat
"Functions, Predicates, Transducers",Transducers,Off the shelf,dedupe,https://clojuredocs.org/clojure_core/clojure.core/dedupe
"Functions, Predicates, Transducers",Transducers,Off the shelf,random-sample,https://clojuredocs.org/clojure_core/clojure.core/random-sample
"Functions, Predicates, Transducers",Transducers,Off the shelf,halt-when,https://clojuredocs.org/clojure_core/clojure.core/halt-when
"Functions, Predicates, Transducers",Transducers,Create your own,completing,https://clojuredocs.org/clojure_core/clojure.core/completing
"Functions, Predicates, Transducers",Transducers,Create your own,ensure-reduced,https://clojuredocs.org/clojure_core/clojure.core/ensure-reduced
"Functions, Predicates, Transducers",Transducers,Create your own,unreduced,https://clojuredocs.org/clojure_core/clojure.core/unreduced
"Functions, Predicates, Transducers",Transducers,Use,into,https://clojuredocs.org/clojure_core/clojure.core/into
"Functions, Predicates, Transducers",Transducers,Use,sequence,https://clojuredocs.org/clojure_core/clojure.core/sequence
"Functions, Predicates, Transducers",Transducers,Use,transduce,https://clojuredocs.org/clojure_core/clojure.core/transduce
"Functions, Predicates, Transducers",Transducers,Use,eduction,https://clojuredocs.org/clojure_core/clojure.core/eduction
"Functions, Predicates, Transducers",Transducers,Create your own,reduced,https://clojuredocs.org/clojure_core/clojure.core/reduced
"Functions, Predicates, Transducers",Transducers,Early termination,reduced?,https://clojuredocs.org/clojure_core/clojure.core/reduced_q
"Functions, Predicates, Transducers",Transducers,Early termination,deref,https://clojuredocs.org/clojure_core/clojure.core/deref
"Docs, Spec, Metadata",Spec,rationale,rationale,https://clojure.org/about/spec
"Docs, Spec, Metadata",Spec,guide,guide,https://clojure.org/guides/spec
"Docs, Spec, Metadata",Spec,Operations,valid?,https://clojuredocs.org/clojure_core/clojure.spec.alpha/valid_q
"Docs, Spec, Metadata",Spec,Operations,conform,https://clojuredocs.org/clojure_core/clojure.spec.alpha/conform
"Docs, Spec, Metadata",Spec,Operations,unform,https://clojuredocs.org/clojure_core/clojure.spec.alpha/unform
"Docs, Spec, Metadata",Spec,Operations,explain,https://clojuredocs.org/clojure_core/clojure.spec.alpha/explain
"Docs, Spec, Metadata",Spec,Operations,explain-data,https://clojuredocs.org/clojure_core/clojure.spec.alpha/explain-data
"Docs, Spec, Metadata",Spec,Operations,explain-str,https://clojuredocs.org/clojure_core/clojure.spec.alpha/explain-str
"Docs, Spec, Metadata",Spec,Operations,explain-out,https://clojuredocs.org/clojure_core/clojure.spec.alpha/explain-out
"Docs, Spec, Metadata",Spec,Operations,form,https://clojuredocs.org/clojure_core/clojure.spec.alpha/form
"Docs, Spec, Metadata",Spec,Operations,describe,https://clojuredocs.org/clojure_core/clojure.spec.alpha/describe
"Docs, Spec, Metadata",Spec,Operations,assert,https://clojuredocs.org/clojure_core/clojure.spec.alpha/assert
"Docs, Spec, Metadata",Spec,Operations,check-asserts,https://clojuredocs.org/clojure_core/clojure.spec.alpha/check-asserts
"Docs, Spec, Metadata",Spec,Operations,check-asserts?,https://clojuredocs.org/clojure_core/clojure.spec.alpha/check-asserts_q
"Docs, Spec, Metadata",Spec,Generator ops,gen,https://clojuredocs.org/clojure_core/clojure.spec.alpha/gen
"Docs, Spec, Metadata",Spec,Generator ops,exercise,https://clojuredocs.org/clojure_core/clojure.spec.alpha/exercise
"Docs, Spec, Metadata",Spec,Generator ops,exercise-fn,https://clojuredocs.org/clojure_core/clojure.spec.alpha/exercise-fn
"Docs, Spec, Metadata",Spec,Defn. & registry,def,https://clojuredocs.org/clojure_core/clojure.spec.alpha/def
"Docs, Spec, Metadata",Spec,Defn. & registry,fdef,https://clojuredocs.org/clojure_core/clojure.spec.alpha/fdef
"Docs, Spec, Metadata",Spec,Defn. & registry,registry,https://clojuredocs.org/clojure_core/clojure.spec.alpha/registry
"Docs, Spec, Metadata",Spec,Defn. & registry,get-spec,https://clojuredocs.org/clojure_core/clojure.spec.alpha/get-spec
"Docs, Spec, Metadata",Spec,Defn. & registry,spec?,https://clojuredocs.org/clojure_core/clojure.spec.alpha/spec_q
"Docs, Spec, Metadata",Spec,Defn. & registry,spec,https://clojuredocs.org/clojure_core/clojure.spec.alpha/spec
"Docs, Spec, Metadata",Spec,Defn. & registry,with-gen,https://clojuredocs.org/clojure_core/clojure.spec.alpha/with-gen
"Docs, Spec, Metadata",Spec,Logical,and,https://clojuredocs.org/clojure_core/clojure.spec.alpha/and
"Docs, Spec, Metadata",Spec,Logical,or,https://clojuredocs.org/clojure_core/clojure.spec.alpha/or
"Docs, Spec, Metadata",Spec,Logical,coll-of,https://clojuredocs.org/clojure_core/clojure.spec.alpha/coll-of
"Docs, Spec, Metadata",Spec,Logical,map-of,https://clojuredocs.org/clojure_core/clojure.spec.alpha/map-of
"Docs, Spec, Metadata",Spec,Logical,every,https://clojuredocs.org/clojure_core/clojure.spec.alpha/every
"Docs, Spec, Metadata",Spec,Logical,every-kv,https://clojuredocs.org/clojure_core/clojure.spec.alpha/every-kv
"Docs, Spec, Metadata",Spec,Logical,keys,https://clojuredocs.org/clojure_core/clojure.spec.alpha/keys
"Docs, Spec, Metadata",Spec,Logical,merge,https://clojuredocs.org/clojure_core/clojure.spec.alpha/merge
"Docs, Spec, Metadata",Spec,Regex,cat,https://clojuredocs.org/clojure_core/clojure.spec.alpha/cat
"Docs, Spec, Metadata",Spec,Regex,alt,https://clojuredocs.org/clojure_core/clojure.spec.alpha/alt
"Docs, Spec, Metadata",Spec,Regex,*,https://clojuredocs.org/clojure_core/clojure.spec.alpha/*
"Docs, Spec, Metadata",Spec,Regex,+,https://clojuredocs.org/clojure_core/clojure.spec.alpha/%2B
"Docs, Spec, Metadata",Spec,Regex,?,https://clojuredocs.org/clojure_core/clojure.spec.alpha/_q
"Docs, Spec, Metadata",Spec,Regex,&,https://clojuredocs.org/clojure_core/clojure.spec.alpha/%26
"Docs, Spec, Metadata",Spec,Regex,keys*,https://clojuredocs.org/clojure_core/clojure.spec.alpha/keys*
"Docs, Spec, Metadata",Spec,Range,int-in,https://clojuredocs.org/clojure_core/clojure.spec.alpha/int-in
"Docs, Spec, Metadata",Spec,Range,inst-in,https://clojuredocs.org/clojure_core/clojure.spec.alpha/inst-in
"Docs, Spec, Metadata",Spec,Range,double-in,https://clojuredocs.org/clojure_core/clojure.spec.alpha/double-in
"Docs, Spec, Metadata",Spec,Range,int-in-range?,https://clojuredocs.org/clojure_core/clojure.spec.alpha/int-in-range_q
"Docs, Spec, Metadata",Spec,Range,inst-in-range?,https://clojuredocs.org/clojure_core/clojure.spec.alpha/inst-in-range_q
"Docs, Spec, Metadata",Spec,Other,nilable,https://clojuredocs.org/clojure_core/clojure.spec.alpha/nilable
"Docs, Spec, Metadata",Spec,Other,multi-spec,https://clojuredocs.org/clojure_core/clojure.spec.alpha/multi-spec
"Docs, Spec, Metadata",Spec,Other,fspec,https://clojuredocs.org/clojure_core/clojure.spec.alpha/fspec
"Docs, Spec, Metadata",Spec,Other,conformer,https://clojuredocs.org/clojure_core/clojure.spec.alpha/conformer
"Docs, Spec, Metadata",Spec,Custom explain,explain-printer,https://clojuredocs.org/clojure_core/clojure.spec.alpha/explain-printer
"Docs, Spec, Metadata",Spec,Custom explain,*explain-out*,https://clojuredocs.org/clojure_core/clojure.spec.alpha/*explain-out*
"Functions, Predicates, Transducers",Predicates,Numbers,number?,https://clojuredocs.org/clojure_core/clojure.core/number_q
"Functions, Predicates, Transducers",Predicates,Numbers,rational?,https://clojuredocs.org/clojure_core/clojure.core/rational_q
"Functions, Predicates, Transducers",Predicates,Numbers,integer?,https://clojuredocs.org/clojure_core/clojure.core/integer_q
"Functions, Predicates, Transducers",Predicates,Numbers,ratio?,https://clojuredocs.org/clojure_core/clojure.core/ratio_q
"Functions, Predicates, Transducers",Predicates,Numbers,decimal?,https://clojuredocs.org/clojure_core/clojure.core/decimal_q
"Functions, Predicates, Transducers",Predicates,Numbers,float?,https://clojuredocs.org/clojure_core/clojure.core/float_q
"Functions, Predicates, Transducers",Predicates,Numbers,zero?,https://clojuredocs.org/clojure_core/clojure.core/zero_q
"Functions, Predicates, Transducers",Predicates,Numbers,double?,https://clojuredocs.org/clojure_core/clojure.core/double_q
"Functions, Predicates, Transducers",Predicates,Numbers,int?,https://clojuredocs.org/clojure_core/clojure.core/int_q
"Functions, Predicates, Transducers",Predicates,Numbers,nat-int?,https://clojuredocs.org/clojure_core/clojure.core/nat-int_q
"Functions, Predicates, Transducers",Predicates,Numbers,neg-int?,https://clojuredocs.org/clojure_core/clojure.core/neg-int_q
"Functions, Predicates, Transducers",Predicates,Numbers,pos-int?,https://clojuredocs.org/clojure_core/clojure.core/pos-int_q
"Functions, Predicates, Transducers",Predicates,"Symbols, keywords",keyword?,https://clojuredocs.org/clojure_core/clojure.core/keyword_q
"Functions, Predicates, Transducers",Predicates,"Symbols, keywords",symbol?,https://clojuredocs.org/clojure_core/clojure.core/symbol_q
"Functions, Predicates, Transducers",Predicates,"Symbols, keywords",ident?,https://clojuredocs.org/clojure_core/clojure.core/ident_q
"Functions, Predicates, Transducers",Predicates,"Symbols, keywords",qualified-ident?,https://clojuredocs.org/clojure_core/clojure.core/qualified-ident_q
"Functions, Predicates, Transducers",Predicates,"Symbols, keywords",qualified-keyword?,https://clojuredocs.org/clojure_core/clojure.core/qualified-keyword_q
"Functions, Predicates, Transducers",Predicates,"Symbols, keywords",qualified-symbol?,https://clojuredocs.org/clojure_core/clojure.core/qualified-symbol_q
"Functions, Predicates, Transducers",Predicates,"Symbols, keywords",simple-ident?,https://clojuredocs.org/clojure_core/clojure.core/simple-ident_q
"Functions, Predicates, Transducers",Predicates,"Symbols, keywords",simple-keyword?,https://clojuredocs.org/clojure_core/clojure.core/simple-keyword_q
"Functions, Predicates, Transducers",Predicates,"Symbols, keywords",simple-symbol?,https://clojuredocs.org/clojure_core/clojure.core/simple-symbol_q
"Functions, Predicates, Transducers",Predicates,Other scalars,string?,https://clojuredocs.org/clojure_core/clojure.core/string_q
"Functions, Predicates, Transducers",Predicates,Other scalars,true?,https://clojuredocs.org/clojure_core/clojure.core/true_q
"Functions, Predicates, Transducers",Predicates,Other scalars,false?,https://clojuredocs.org/clojure_core/clojure.core/false_q
"Functions, Predicates, Transducers",Predicates,Other scalars,nil?,https://clojuredocs.org/clojure_core/clojure.core/nil_q
"Functions, Predicates, Transducers",Predicates,Other scalars,some?,https://clojuredocs.org/clojure_core/clojure.core/some_q
"Functions, Predicates, Transducers",Predicates,Other scalars,boolean?,https://clojuredocs.org/clojure_core/clojure.core/boolean_q
"Functions, Predicates, Transducers",Predicates,Other scalars,bytes?,https://clojuredocs.org/clojure_core/clojure.core/bytes_q
"Functions, Predicates, Transducers",Predicates,Other scalars,inst?,https://clojuredocs.org/clojure_core/clojure.core/inst_q
"Functions, Predicates, Transducers",Predicates,Other scalars,uri?,https://clojuredocs.org/clojure_core/clojure.core/uri_q
"Functions, Predicates, Transducers",Predicates,Other scalars,uuid?,https://clojuredocs.org/clojure_core/clojure.core/uuid_q
"Functions, Predicates, Transducers",Predicates,Collections,list?,https://clojuredocs.org/clojure_core/clojure.core/list_q
"Functions, Predicates, Transducers",Predicates,Collections,map?,https://clojuredocs.org/clojure_core/clojure.core/map_q
